PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Tarling, GA; Jarvis, T; Emsley, SM; Matthews, JBL				Tarling, GA; Jarvis, T; Emsley, SM; Matthews, JBL			Midnight sinking behaviour in Calanus finmarchicus: a response to satiation or krill predation?	MARINE ECOLOGY PROGRESS SERIES												The vertical migration of Calanus finmarchicus and krill (Meganyctiphanes norvegica and Thysanoessa raschii) was monitored during the summer of 1999 in the Clyde Sea using a combination of acoustic and net sampling methods. A moored 300 kHz acoustic Doppler current profiler (ADCP) identified a sound scattering layer (SSL) that started to ascend to the surface during the last moments of daylight. Net samples showed that the SSL was mostly composed of krill. C. finmarchicus rose to the surface in the late afternoon, causing a small but detectable increase in backscatter that did not vary in time through the summer. The ascent of krill, by contrast, became earlier as day length decreased towards autumn. Net samples showed that the strong downward Doppler velocities following the rise of the SSL was caused by the descent of C. finmarchicus. The fact that this coordinated sinking of C. finmarchicus occurred earlier towards autumn, even though the time of ascent to surface remained constant, implies that the feeding 'window' diminished over the course of the season. Feeding conditions did not become significantly better during this same period, discounting satiation as a likely cause of descent. The close temporal coupling between the arrival of krill and the subsequent descent of C. finmarchicus from the surface suggests that midnight sinking in Calanus is a response to predation.																	0171-8630	1616-1599					2002	240						183	194		10.3354/meps240183							WOS:000178457600017						
J	Cresswell, KA; Wiedenmann, J; Mangel, M				Cresswell, K. A.; Wiedenmann, J.; Mangel, M.			Can macaroni penguins keep up with climate- and fishing-induced changes in krill?	POLAR BIOLOGY												Macaroni penguins have evolved to cope with the highly variable conditions of the Southern Ocean. However, changes in prey supply and patchiness potentially associated with changes in climate and krill fishing activity may be occurring too rapidly for the penguins to adapt. We use a stochastic dynamic programming model to examine how changes in both the mean and patchiness of krill supply may affect the foraging decisions, and therefore breeding success, of female macaroni penguins at South Georgia. We predict that rapid changes in the mean supply of prey will have more of an effect on the condition of the female and chick than changes in prey patchiness, and that changes in foraging behavior compensate for changes in prey up to a threshold point, beyond which breeding success is likely impacted. In particular., we predict that the location of the threshold is affected by whether or not the penguins are adapted to the prey environment in which they are foraging, with the female and chick receiving on average 20% less of their daily energetic requirement if the female is not foraging optimally.					Wiedenmann, John/0000-0001-7622-9053												0722-4060	1432-2056				APR	2008	31	5					641	649		10.1007/s00300-007-0401-0							WOS:000254486900015						
J	DILLAMAN, RM; GEORGE, RY; STROMBERG, JO				DILLAMAN, RM; GEORGE, RY; STROMBERG, JO			ULTRASTRUCTURE OF THE FERTILIZED EGG OF THE ANTARCTIC KRILL EUPHAUSIA-SUPERBA	JOURNAL OF CRUSTACEAN BIOLOGY																													0278-0372	1937-240X					1985	5	3					430	438		10.2307/1547913							WOS:A1985ANL1400006						
J	KOLAKOWSKI, E				KOLAKOWSKI, E			COMPARISON OF KRILL AND ANTARCTIC FISH WITH REGARD TO PROTEIN SOLUBILITY	ZEITSCHRIFT FUR LEBENSMITTEL-UNTERSUCHUNG UND-FORSCHUNG																													0044-3026					MAY	1989	188	5					419	425		10.1007/BF01122539							WOS:A1989U427000002						
J	Cotte, C; Simard, Y				Cotte, C; Simard, Y			Formation of dense krill patches under tidal forcing at whale feeding hot spots in the St. Lawrence Estuary	MARINE ECOLOGY PROGRESS SERIES												Hydroacoustics (38 and 120 kHz) was used to estimate the abundance and 3-dimensional distribution of krill and small pelagic fishes at the downstream end of Ile Rouge Bank (St. Lawrence Estuary) over the semidiurnal tidal cycle in July 2002. During the flood, upwelling and strong tidal currents (> 1 m s(-1)) forced the krill to aggregate in a patch against the slope of the bank and the mouth of the South Channel. This rich krill patch was then advected in the Laurentian Channel during the ebb. The mean krill density changed from 4 g m(-3) in the neighbouring scattering layer of the Laurentian Channel to 500 g m(-3) in the shoaling zone where the patch formed. This aggregation is ascribed to the interaction between the semidiurnal tidal currents, the local topography, and the negative phototactism of krill. The krill scattering layer was composed of Thysanoessa raschi and Mega-nyctiphanes norvegica. Its upper limit was at a depth corresponding to a light level of 3.1 x 10(-1) to 1.2 x 10(-3) mu W cm(-2) nm(-1) which varied with the turbidity gradient and chlorophyll a concentration. The upper krill scattering layer at this light level was observed to swim down with a mean speed of 5 cm s(-1) (maximum 13 cm s(-1)). The recurrent and tidally predictable availability of rich krill patches makes this part of Ile Rouge bank a highly attractive area for predators such as small pelagic fishes and whales, the latter of which forage on both types of prey during the flood tide.				Cotte, Cedric/AAX-6120-2021; Simard, Yvan/AAG-6158-2020; Cotte, Cedric/C-3296-2013; Cotte, Cedric/Z-3243-2019	Cotte, Cedric/0000-0002-8307-6435; Cotte, Cedric/0000-0002-8307-6435												0171-8630	1616-1599					2005	288						199	210		10.3354/meps288199							WOS:000228394400017						
J	Everson, I; Kock, KH; Parkes, G				Everson, I; Kock, KH; Parkes, G			Interannual variation in condition of the mackerel icefish	JOURNAL OF FISH BIOLOGY												Mackerel icefish Champsocephalus gunnari are widespread on the South Georgia (54 degrees S, 36 degrees W) shelf. Analysis of condition indicated a strong interannual variation. High condition indices, indicative of good feeding conditions, were present when krill were abundant in the region. Years when krill were scarce and condition index was consequently low, were consistent with years when indices From land-based krill predators also indicated that krill were scarce. (C) 1997 The Fisheries Society of the British Isles.																	0022-1112					JUL	1997	51	1					146	154									WOS:A1997XJ86100013	9236095					
J	LEE, JH; FUJIMOTO, K; KANEDA, T				LEE, JH; FUJIMOTO, K; KANEDA, T			PEROXIDE-DECOMPOSING ACTIVITIES OF ANTARCTIC KRILL LIPIDS AND CERTAIN OTHER OILS	AGRICULTURAL AND BIOLOGICAL CHEMISTRY																													0002-1369						1983	47	9					2001	2007		10.1080/00021369.1983.10865902							WOS:A1983RJ47700012						
J	IKEDA, T				IKEDA, T			LIFE-HISTORY OF ANTARCTIC KRILL EUPHAUSIA-SUPERBA - A NEW LOOK FROM AN EXPERIMENTAL APPROACH	BULLETIN OF MARINE SCIENCE																													0007-4977					SEP	1985	37	2					599	608									WOS:A1985AYN8600021						
J	TANOUE, E; HARA, S				TANOUE, E; HARA, S			ECOLOGICAL IMPLICATIONS OF FECAL PELLETS PRODUCED BY THE ANTARCTIC KRILL EUPHAUSIA-SUPERBA IN THE ANTARCTIC OCEAN	MARINE BIOLOGY																													0025-3162						1986	91	3					359	369		10.1007/BF00428630							WOS:A1986C813100008						
J	Cooper, HL; Potts, DC; Paytan, A				Cooper, Helen L.; Potts, Donald C.; Paytan, Adina			Effects of elevated pCO(2) on the survival, growth, and moulting of the Pacific krill species, Euphausia pacifica	ICES JOURNAL OF MARINE SCIENCE												While ocean acidification (OA) is expected to have wide-ranging negative effects on marine species, organisms currently living in variable pH environments that expose them intermittently to pH values approaching those predicted for the future, may be better adapted to tolerate prolonged exposure to high pCO(2) levels caused by OA. Seasonal upwelling brings low pH water to the surface along the Pacific Coast of North America. In Monterey Bay, California Euphausia pacifica, a key species supporting a diverse multi-trophic-level ecosystem, currently experiences broad pCO(2) and pH ranges due to both diel vertical migrations and seasonal upwelling. We determined tolerances of E. pacifica to prolonged exposure to pH levels predicted for 2100 by maintaining adults at two pCO(2) levels (380 and 1200 mu atm) for 2 months. Rates of survival and moulting were the same at both pCO(2) levels. High pCO2 slowed growth in all size classes. In additional experiments to determine pCO2 threshold levels above which E. pacifica is adversely affected, survival was not affected down to pH 6.96 (6050 mu atm), but declined rapidly at pH 6.92 (7228 mu atm) and lower, with 100% mortality within 10 d at pH 6.89.																	1054-3139	1095-9289				MAY-JUN	2017	74	4					1005	1012		10.1093/icesjms/fsw021							WOS:000404450100012						
J	Ainley, DG; Ballard, G; Dugger, KM				Ainley, David G.; Ballard, Grant; Dugger, Katie M.			Competition among penguins and cetaceans reveals trophic cascades in the western Ross Sea, Antarctica	ECOLOGY												An apparent trophic cascade that appears during summer in the western Ross Sea, Antarctica, explains why the Antarctic silverfish (Pleuragramma antarcticum) there becomes cannibalistic; its principal prey, crystal krill ( Euphausia crystallorophias) becomes scarce; and the diatom community is minimally grazed compared to adjacent areas. The krill is the major grazer of diatoms. On the basis of fieldwork at Ross Island, we suggest that the cascade results from foraging by unusually numerous Adelie Penguins (Pygoscelis adeliae), minke whales (Balaenoptera bonaerensis), and fish-eating killer whales (Orcinus orca). These species and other top predators apparently deplete the krill and silverfish. In drawing our conclusions, we were aided by two "natural experiments.'' In one "experiment,'' large, grounded icebergs altered the seasonal pattern of change in regional sea-ice cover, but not the seasonal change in penguin diet and foraging behavior that was also detected during the pre-iceberg era. In the other "experiment,'' a short-term polynya ( opening in the ice) brought penguins and whales together in a confined area, this time altering both penguin diet and foraging behavior. We conclude that the foraging of penguins and whales, and not a formerly hypothesized seasonal decrease in sea-ice cover, explains (1) the annual switch in the penguins' prey from krill to silverfish, (2) the subsequent lengthening of penguin foraging trips, and (3) a marked decline of cetaceans in the area later in the season. Reduction in the middle-trophic-level prey is expressed in the relaxed grazing pressure on phytoplankton.																	0012-9658					AUG	2006	87	8					2080	2093		10.1890/0012-9658(2006)87[2080:CAPACR]2.0.CO;2							WOS:000239833400025	16937647					
